experiment_id,algorithm,dataset,distribution,num_clients,dirichlet_alpha,differential_privacy,client_dropout_prob,final_accuracy,final_auc,training_rounds
exp_279,fedprox,cancer,dirichlet,5,10.0,false,0.3,0.9209138840070299,0.9768511178056128,10
exp_280,fedprox,cancer,dirichlet,5,1.0,false,0.3,0.9138840070298769,0.9890069235241266,10
exp_281,fedprox,cancer,dirichlet,10,10.0,false,0.3,0.9156414762741653,0.969980445008192,10
exp_282,fedprox,cancer,dirichlet,10,1.0,false,0.3,0.9226713532513181,0.9780006342159505,10
exp_283,fedprox,cancer,dirichlet,3,10.0,false,0.5,0.9472759226713533,0.9896939908038688,10
exp_284,fedprox,cancer,dirichlet,3,1.0,false,0.5,0.9384885764499121,0.9871174885048359,10
exp_285,fedprox,cancer,dirichlet,5,10.0,false,0.5,0.9402460456942003,0.9845013477088949,10
exp_286,fedprox,cancer,dirichlet,5,1.0,false,0.5,0.9349736379613357,0.9855715871254161,10
exp_287,fedprox,cancer,dirichlet,10,10.0,false,0.5,0.9472759226713533,0.9876327889646425,10
exp_288,fedprox,cancer,dirichlet,10,1.0,false,0.5,0.9560632688927944,0.9910416996987474,10
exp_289,fedadam,heart,iid,3,,true,0.0,0.904390243902439,0.9482158232815441,10
exp_290,fedadam,heart,iid,5,,true,0.0,0.8936585365853659,0.9463756410158721,10
exp_291,fedadam,heart,iid,10,,true,0.0,0.8819512195121951,0.9472481083840685,10
exp_292,fedadam,heart,iid,3,,true,0.3,0.8936585365853659,0.9477433955363198,10
exp_293,fedadam,heart,iid,5,,true,0.3,0.871219512195122,0.9448631102509201,10
exp_294,fedadam,heart,iid,10,,true,0.3,0.8751219512195122,0.9433848685965086,10
exp_295,fedadam,heart,iid,3,,true,0.5,0.8936585365853659,0.9447792924251546,10
exp_296,fedadam,heart,iid,5,,true,0.5,0.8741463414634146,0.9443049597293447,10
exp_297,fedadam,heart,iid,10,,true,0.5,0.8682926829268293,0.9473395460121765,10
exp_298,fedadam,heart,iid,3,,false,0.0,0.9180487804878049,0.9731135274350985,10
exp_299,fedadam,heart,iid,5,,false,0.0,0.9287804878048781,0.9713800224022189,10
exp_300,fedadam,heart,iid,10,,false,0.0,0.8965853658536586,0.9520866828714463,10
exp_301,fedadam,heart,iid,3,,false,0.3,0.9297560975609757,0.9752318324862653,10
exp_302,fedadam,heart,iid,5,,false,0.3,0.9082926829268293,0.9697836738115013,10
exp_303,fedadam,heart,iid,10,,false,0.3,0.8624390243902439,0.9350145157234622,10
exp_304,fedadam,heart,iid,3,,false,0.5,0.9131707317073171,0.9691588500194305,10
exp_305,fedadam,heart,iid,5,,false,0.5,0.9151219512195122,0.9696960460845647,10
exp_306,fedadam,heart,iid,10,,false,0.5,0.7795121951219512,0.8718311147008847,10
exp_307,fedadam,heart,noniid,3,,true,0.0,0.864390243902439,0.9368127890762513,10
exp_308,fedadam,heart,noniid,5,,true,0.0,0.8224390243902439,0.9231009547612334,10
exp_309,fedadam,heart,noniid,10,,true,0.0,0.7707317073170732,0.9182357109656576,10
exp_310,fedadam,heart,noniid,3,,true,0.3,0.8146341463414634,0.9158659524371939,10
exp_311,fedadam,heart,noniid,5,,true,0.3,0.7668292682926829,0.9221065705555599,10
exp_312,fedadam,heart,noniid,10,,true,0.3,0.6839024390243903,0.9379595693287717,10
exp_313,fedadam,heart,noniid,3,,true,0.5,0.8439024390243902,0.9331629037542767,10
exp_314,fedadam,heart,noniid,5,,true,0.5,0.8146341463414634,0.9394492406866967,10
exp_315,fedadam,heart,noniid,10,,true,0.5,0.8546341463414634,0.9338201117063023,10
exp_316,fedadam,heart,noniid,3,,false,0.0,0.8653658536585366,0.9524638630873914,10
exp_317,fedadam,heart,noniid,5,,false,0.0,0.8419512195121951,0.9660194914543918,10
exp_318,fedadam,heart,noniid,10,,false,0.0,0.8868292682926829,0.9551879424247735,10
exp_319,fedadam,heart,noniid,3,,false,0.3,0.6721951219512196,0.867556405586839,10
exp_320,fedadam,heart,noniid,5,,false,0.3,0.5824390243902439,0.9066688510100047,10
exp_321,fedadam,heart,noniid,10,,false,0.3,0.5853658536585366,0.8630188132919832,10
exp_322,fedadam,heart,noniid,3,,false,0.5,0.5131707317073171,0.45858256436828027,10
exp_323,fedadam,heart,noniid,5,,false,0.5,0.8565853658536585,0.9565861761545905,10
exp_324,fedadam,heart,noniid,10,,false,0.5,0.8468292682926829,0.9438306270335347,10
exp_325,fedadam,heart,dirichlet,3,10.0,true,0.0,0.8634146341463415,0.9464099301264126,10
exp_326,fedadam,heart,dirichlet,3,1.0,true,0.0,0.8829268292682927,0.9476176687976715,10
exp_327,fedadam,heart,dirichlet,5,10.0,true,0.0,0.8926829268292683,0.9494197520516318,10
exp_328,fedadam,heart,dirichlet,5,1.0,true,0.0,0.8780487804878049,0.9434763062246165,10
exp_329,fedadam,heart,dirichlet,10,10.0,true,0.0,0.8809756097560976,0.940131212996335,10
exp_330,fedadam,heart,dirichlet,10,1.0,true,0.0,0.8565853658536585,0.9400512050717404,10
exp_331,fedadam,heart,dirichlet,3,10.0,true,0.3,0.8634146341463415,0.9422685675533576,10
exp_332,fedadam,heart,dirichlet,3,1.0,true,0.3,0.8224390243902439,0.9418647180292143,10
exp_333,fedadam,heart,dirichlet,5,10.0,true,0.3,0.8673170731707317,0.9450383657047936,10
exp_334,fedadam,heart,dirichlet,5,1.0,true,0.3,0.7180487804878048,0.944489739936146,10
exp_335,fedadam,heart,dirichlet,10,10.0,true,0.3,0.8809756097560976,0.9444211617150652,10
exp_336,fedadam,heart,dirichlet,10,1.0,true,0.3,0.8663414634146341,0.9424704923154293,10
exp_337,fedadam,heart,dirichlet,3,10.0,true,0.5,0.8741463414634146,0.9462537241783948,10
exp_338,fedadam,heart,dirichlet,3,1.0,true,0.5,0.8478048780487805,0.9333152998011232,10
exp_339,fedadam,heart,dirichlet,5,10.0,true,0.5,0.8682926829268293,0.9452136211586672,10
exp_340,fedadam,heart,dirichlet,5,1.0,true,0.5,0.8185365853658536,0.933822016656888,10
exp_341,fedadam,heart,dirichlet,10,10.0,true,0.5,0.8585365853658536,0.9370794821582329,10
exp_342,fedadam,heart,dirichlet,10,1.0,true,0.5,0.7765853658536586,0.936431798959135,10
exp_343,fedadam,heart,dirichlet,3,10.0,false,0.0,0.9297560975609757,0.9721000937235688,10
exp_344,fedadam,heart,dirichlet,3,1.0,false,0.0,0.7317073170731707,0.9516028254227086,10
exp_345,fedadam,heart,dirichlet,5,10.0,false,0.0,0.9063414634146342,0.9772548900081534,10
exp_346,fedadam,heart,dirichlet,5,1.0,false,0.0,0.7678048780487805,0.9397883218909302,10
exp_347,fedadam,heart,dirichlet,10,10.0,false,0.0,0.926829268292683,0.9699208302536633,10
exp_348,fedadam,heart,dirichlet,10,1.0,false,0.0,0.8634146341463415,0.9417694704999352,10
exp_349,fedadam,heart,dirichlet,3,10.0,false,0.3,0.8868292682926829,0.967726327179073,10
exp_350,fedadam,heart,dirichlet,3,1.0,false,0.3,0.8673170731707317,0.9667433726769128,10
exp_351,fedadam,heart,dirichlet,5,10.0,false,0.3,0.9063414634146342,0.9616838239216076,10
exp_352,fedadam,heart,dirichlet,5,1.0,false,0.3,0.744390243902439,0.9462308647713679,10
exp_353,fedadam,heart,dirichlet,10,10.0,false,0.3,0.8624390243902439,0.9471566707559607,10
exp_354,fedadam,heart,dirichlet,10,1.0,false,0.3,0.7004878048780487,0.9410684486844412,10
exp_355,fedadam,heart,dirichlet,3,10.0,false,0.5,0.9209756097560976,0.974991808712482,10
exp_356,fedadam,heart,dirichlet,3,1.0,false,0.5,0.8829268292682927,0.9626629685225966,10
exp_357,fedadam,heart,dirichlet,5,10.0,false,0.5,0.8985365853658537,0.9594093129224228,10
exp_358,fedadam,heart,dirichlet,5,1.0,false,0.5,0.8790243902439024,0.9447450033146141,10
exp_359,fedadam,heart,dirichlet,10,10.0,false,0.5,0.9063414634146342,0.9562394751480148,10
exp_360,fedadam,heart,dirichlet,10,1.0,false,0.5,0.76,0.934363022623193,10
exp_361,fedadam,cancer,iid,3,,true,0.0,0.9806678383128296,0.9928452513080704,10
exp_362,fedadam,cancer,iid,5,,true,0.0,0.9806678383128296,0.9949460916442049,10
exp_363,fedadam,cancer,iid,10,,true,0.0,0.9789103690685413,0.9941863537867976,10
exp_364,fedadam,cancer,iid,3,,true,0.3,0.9771528998242531,0.9946289836689393,10
exp_365,fedadam,cancer,iid,5,,true,0.3,0.9736379613356766,0.9893834892447545,10
exp_366,fedadam,cancer,iid,10,,true,0.3,0.9543057996485061,0.989231541673273,10
exp_367,fedadam,cancer,iid,3,,true,0.5,0.9771528998242531,0.9925677818297131,10
exp_368,fedadam,cancer,iid,5,,true,0.5,0.9753954305799648,0.9941335024575868,10
exp_369,fedadam,cancer,iid,10,,true,0.5,0.9507908611599297,0.993017018128006,10
exp_370,fedadam,cancer,iid,3,,false,0.0,0.9771528998242531,0.9974895618624807,10
exp_371,fedadam,cancer,iid,5,,false,0.0,0.9789103690685413,0.997040325564188,10
exp_372,fedadam,cancer,iid,10,,false,0.0,0.9771528998242531,0.9947545055758151,10
exp_373,fedadam,cancer,iid,3,,false,0.3,0.9824253075571178,0.9974234977009672,10
exp_374,fedadam,cancer,iid,5,,false,0.3,0.9771528998242531,0.9971063897257016,10
exp_375,fedadam,cancer,iid,10,,false,0.3,0.9666080843585237,0.9944770360974579,10
exp_376,fedadam,cancer,iid,3,,false,0.5,0.9789103690685413,0.9970138998995826,10
exp_377,fedadam,cancer,iid,5,,false,0.5,0.9771528998242531,0.9964853866074731,10
exp_378,fedadam,cancer,iid,10,,false,0.5,0.9630931458699473,0.9962871941229321,10
exp_379,fedadam,cancer,noniid,3,,true,0.0,0.9560632688927944,0.990546218487395,10
exp_380,fedadam,cancer,noniid,5,,true,0.0,0.9560632688927944,0.9896477458908092,10
exp_381,fedadam,cancer,noniid,10,,true,0.0,0.945518453427065,0.9840521114106019,10
exp_382,fedadam,cancer,noniid,3,,true,0.3,0.9701230228471002,0.9929047090534328,10
exp_383,fedadam,cancer,noniid,5,,true,0.3,0.9560632688927944,0.9937701495692617,10
exp_384,fedadam,cancer,noniid,10,,true,0.3,0.6397188049209139,0.9800750488874795,10
exp_385,fedadam,cancer,noniid,3,,true,0.5,0.8699472759226714,0.9876526082130965,10
exp_386,fedadam,cancer,noniid,5,,true,0.5,0.9560632688927944,0.9957851064954284,10
exp_387,fedadam,cancer,noniid,10,,true,0.5,0.9349736379613357,0.9840124729136938,10
exp_388,fedadam,cancer,noniid,3,,false,0.0,0.8084358523725835,0.9693065905607525,10
exp_389,fedadam,cancer,noniid,5,,false,0.0,0.9279437609841827,0.9883594947412927,10
exp_390,fedadam,cancer,noniid,10,,false,0.0,0.9543057996485061,0.9924818984197453,10
exp_391,fedadam,cancer,noniid,3,,false,0.3,0.9701230228471002,0.9945431002589715,10
exp_392,fedadam,cancer,noniid,5,,false,0.3,0.8471001757469244,0.9292320701865652,10
exp_393,fedadam,cancer,noniid,10,,false,0.3,0.9367311072056239,0.9917023413138841,10
exp_394,fedadam,cancer,noniid,3,,false,0.5,0.9103690685413005,0.9922837059352042,10
exp_395,fedadam,cancer,noniid,5,,false,0.5,0.6942003514938488,0.9774060567623275,10
exp_396,fedadam,cancer,noniid,10,,false,0.5,0.9525483304042179,0.993578563500872,10
exp_397,fedadam,cancer,dirichlet,3,10.0,true,0.0,0.9753954305799648,0.9946950478304529,10
exp_398,fedadam,cancer,dirichlet,3,1.0,true,0.0,0.9789103690685413,0.9949130595634481,10
exp_399,fedadam,cancer,dirichlet,5,10.0,true,0.0,0.9753954305799648,0.9928782833888272,10
exp_400,fedadam,cancer,dirichlet,5,1.0,true,0.0,0.9753954305799648,0.9907179853073306,10
exp_401,fedadam,cancer,dirichlet,10,10.0,true,0.0,0.9701230228471002,0.9920590877860579,10
exp_402,fedadam,cancer,dirichlet,10,1.0,true,0.0,0.9630931458699473,0.9907840494688441,10
exp_403,fedadam,cancer,dirichlet,3,10.0,true,0.3,0.9753954305799648,0.9943383013582792,10
exp_404,fedadam,cancer,dirichlet,3,1.0,true,0.3,0.9332161687170475,0.9812840230431795,10
exp_405,fedadam,cancer,dirichlet,5,10.0,true,0.3,0.9420035149384886,0.9858556630199249,10
exp_406,fedadam,cancer,dirichlet,5,1.0,true,0.3,0.9595782073813708,0.9941335024575868,10
exp_407,fedadam,cancer,dirichlet,10,10.0,true,0.3,0.9736379613356766,0.9859151207652872,10
exp_408,fedadam,cancer,dirichlet,10,1.0,true,0.3,0.9191564147627417,0.9870976692563818,10
exp_409,fedadam,cancer,dirichlet,3,10.0,true,0.5,0.9771528998242531,0.9943118756936736,10
exp_410,fedadam,cancer,dirichlet,3,1.0,true,0.5,0.875219683655536,0.9939088843084404,10
exp_411,fedadam,cancer,dirichlet,5,10.0,true,0.5,0.9736379613356766,0.994767718408118,10
exp_412,fedadam,cancer,dirichlet,5,1.0,true,0.5,0.9525483304042179,0.987064637175625,10
exp_413,fedadam,cancer,dirichlet,10,10.0,true,0.5,0.9578207381370826,0.9942590243644628,10
exp_414,fedadam,cancer,dirichlet,10,1.0,true,0.5,0.7680140597539543,0.9539863115057343,10
exp_415,fedadam,cancer,dirichlet,3,10.0,false,0.0,0.9789103690685413,0.9944373976005497,10
exp_416,fedadam,cancer,dirichlet,3,1.0,false,0.0,0.875219683655536,0.9242244067438297,10
exp_417,fedadam,cancer,dirichlet,5,10.0,false,0.0,0.9490333919156415,0.9895948945615982,10
exp_418,fedadam,cancer,dirichlet,5,1.0,false,0.0,0.9226713532513181,0.9888219438718884,10
exp_419,fedadam,cancer,dirichlet,10,10.0,false,0.0,0.9560632688927944,0.9932614555256065,10
exp_420,fedadam,cancer,dirichlet,10,1.0,false,0.0,0.9138840070298769,0.9955472755139793,10
exp_421,fedadam,cancer,dirichlet,3,10.0,false,0.3,0.9824253075571178,0.994714867078907,10
exp_422,fedadam,cancer,dirichlet,3,1.0,false,0.3,0.945518453427065,0.9892051160086677,10
exp_423,fedadam,cancer,dirichlet,5,10.0,false,0.3,0.984182776801406,0.9976481158501136,10
exp_424,fedadam,cancer,dirichlet,5,1.0,false,0.3,0.9560632688927944,0.990367845251308,10
exp_425,fedadam,cancer,dirichlet,10,10.0,false,0.3,0.9753954305799648,0.993631414830083,10
exp_426,fedadam,cancer,dirichlet,10,1.0,false,0.3,0.9543057996485061,0.9917287669784896,10
exp_427,fedadam,cancer,dirichlet,3,10.0,false,0.5,0.9771528998242531,0.9964853866074731,10
exp_428,fedadam,cancer,dirichlet,3,1.0,false,0.5,0.9543057996485061,0.9971063897257016,10
exp_429,fedadam,cancer,dirichlet,5,10.0,false,0.5,0.9701230228471002,0.9945827387558798,10
exp_430,fedadam,cancer,dirichlet,5,1.0,false,0.5,0.9666080843585237,0.9940145869668622,10
exp_431,fedadam,cancer,dirichlet,10,10.0,false,0.5,0.9771528998242531,0.9973045822102427,10
exp_432,fedadam,cancer,dirichlet,10,1.0,false,0.5,0.9701230228471002,0.996247555626024,10
