round,loss,accuracy
0,0.6839990615844727,0.6432337434094904
1,0.6033532023429871,0.7961335676625659
2,0.5324331521987915,0.8822495606326889
3,0.4680705666542053,0.9314586994727593
4,0.4105983078479767,0.9472759226713533
5,0.3609723448753357,0.9507908611599297
6,0.31931552290916443,0.9490333919156415
7,0.2849934697151184,0.9490333919156415
8,0.25701773166656494,0.9490333919156415
9,0.2342338114976883,0.9490333919156415
10,0.21551038324832916,0.9525483304042179
0,0.7162297964096069,0.4094903339191564
1,0.6246968507766724,0.8137082601054482
2,0.5505245327949524,0.8734622144112478
3,0.4848821461200714,0.9103690685413005
4,0.4250038266181946,0.929701230228471
5,0.3733583688735962,0.9384885764499121
6,0.33008718490600586,0.9437609841827768
7,0.2947182059288025,0.9490333919156415
8,0.26580676436424255,0.9507908611599297
9,0.24266661703586578,0.9507908611599297
10,0.2233833223581314,0.9507908611599297
0,0.7513816356658936,0.4130052724077329
1,0.6204060316085815,0.7785588752196837
2,0.5288042426109314,0.8734622144112478
3,0.45601511001586914,0.8910369068541301
4,0.3992937207221985,0.9086115992970123
5,0.35356587171554565,0.9138840070298769
6,0.31621217727661133,0.9209138840070299
7,0.2852635085582733,0.9226713532513181
8,0.26022961735725403,0.929701230228471
9,0.2397959977388382,0.9332161687170475
10,0.22278352081775665,0.9384885764499121
0,0.6370159983634949,0.7117750439367311
1,0.5807332396507263,0.8980667838312829
2,0.5239306688308716,0.9507908611599297
3,0.4699721038341522,0.9472759226713533
4,0.42005085945129395,0.9490333919156415
5,0.3742656409740448,0.9472759226713533
6,0.3326117694377899,0.9490333919156415
7,0.29649993777275085,0.9490333919156415
8,0.26798734068870544,0.9507908611599297
9,0.24374660849571228,0.9525483304042179
10,0.22427776455879211,0.9525483304042179
0,0.6555492281913757,0.6239015817223199
1,0.5957463979721069,0.6520210896309314
2,0.5407329797744751,0.7398945518453427
3,0.49178311228752136,0.81195079086116
4,0.445286363363266,0.8629173989455184
