round,loss,accuracy
0,0.7232239842414856,0.4682926829268293
1,0.6643468141555786,0.6126829268292683
2,0.6249178051948547,0.7034146341463414
3,0.5899776816368103,0.7951219512195122
4,0.5594134330749512,0.8185365853658536
5,0.531044065952301,0.8360975609756097
6,0.5050682425498962,0.84
7,0.48104873299598694,0.8360975609756097
8,0.46020373702049255,0.8429268292682927
9,0.44170984625816345,0.8497560975609756
10,0.42590421438217163,0.8497560975609756
0,0.7066711783409119,0.5160975609756098
1,0.7793290019035339,0.5131707317073171
2,0.6729340553283691,0.5170731707317073
3,0.660947859287262,0.5131707317073171
4,0.5863251090049744,0.6819512195121952
5,0.5303494334220886,0.7814634146341464
6,0.481829971075058,0.8321951219512195
7,0.4646751880645752,0.8448780487804878
8,0.4422655701637268,0.8507317073170731
9,0.43546196818351746,0.8565853658536585
10,0.42481982707977295,0.8360975609756097
0,0.7184292078018188,0.3921951219512195
1,0.670965850353241,0.5853658536585366
2,0.712936282157898,0.5131707317073171
3,0.7004840970039368,0.5131707317073171
4,0.603634774684906,0.7697560975609756
5,0.5774049162864685,0.7902439024390244
6,0.5560979247093201,0.8321951219512195
7,0.532184362411499,0.7619512195121951
8,0.5382245779037476,0.791219512195122
9,0.48582595586776733,0.8575609756097561
10,0.4436483681201935,0.8673170731707317
0,0.7010770440101624,0.49658536585365853
1,0.6913370490074158,0.49365853658536585
2,0.6750295162200928,0.504390243902439
3,0.6575286388397217,0.5336585365853659
4,0.6393872499465942,0.551219512195122
5,0.6184403300285339,0.5736585365853658
6,0.5970010757446289,0.6097560975609756
7,0.577813446521759,0.6595121951219513
8,0.5580028295516968,0.6721951219512196
9,0.5383008122444153,0.7014634146341463
10,0.5207205414772034,0.6995121951219512
0,0.7065345644950867,0.5034146341463415
1,0.6647505164146423,0.6214634146341463
2,0.6452720165252686,0.568780487804878
3,0.6258987188339233,0.5804878048780487
4,0.5989536643028259,0.7746341463414634
5,0.5699508190155029,0.7463414634146341
6,0.5423105955123901,0.7658536585365854
7,0.521919846534729,0.7824390243902439
8,0.5021727085113525,0.7795121951219512
9,0.46423104405403137,0.8039024390243903
10,0.448661208152771,0.7960975609756098
0,0.7079749703407288,0.48097560975609754
1,0.737551212310791,0.5131707317073171
2,0.6831048727035522,0.5326829268292683
3,0.7293735146522522,0.5131707317073171
4,0.7966189980506897,0.5131707317073171
5,0.8771913647651672,0.5131707317073171
6,0.7784940004348755,0.5131707317073171
7,0.7280011773109436,0.5131707317073171
8,0.8029748201370239,0.5131707317073171
9,0.7639283537864685,0.5131707317073171
10,0.7726973295211792,0.5131707317073171
0,0.7063938975334167,0.4692682926829268
1,0.6744703650474548,0.624390243902439
2,0.6435111165046692,0.7229268292682927
3,0.613545298576355,0.7619512195121951
4,0.5840144157409668,0.7746341463414634
5,0.5560392141342163,0.7892682926829269
6,0.529910683631897,0.7951219512195122
7,0.5045408606529236,0.8009756097560976
8,0.48155146837234497,0.8
9,0.4602392315864563,0.8204878048780487
10,0.4411720931529999,0.824390243902439
0,0.6711499094963074,0.6185365853658537
1,0.6575426459312439,0.5424390243902439
2,0.6299929022789001,0.6185365853658537
3,0.6033208966255188,0.6595121951219513
4,0.5752078294754028,0.6995121951219512
5,0.5502331852912903,0.7326829268292683
6,0.5243067741394043,0.751219512195122
7,0.49819180369377136,0.7814634146341464
8,0.4760341942310333,0.7863414634146342
9,0.4561510384082794,0.7951219512195122
10,0.4387993812561035,0.8009756097560976
0,0.6840846538543701,0.5658536585365853
1,0.7051255106925964,0.5131707317073171
2,0.670384407043457,0.52
3,0.6384181976318359,0.568780487804878
4,0.6076911687850952,0.6546341463414634
5,0.5783971548080444,0.7326829268292683
6,0.5475982427597046,0.7853658536585366
7,0.5167813897132874,0.8
8,0.48844048380851746,0.8253658536585365
9,0.4616216719150543,0.8321951219512195
10,0.4378320276737213,0.84
0,0.6735985279083252,0.624390243902439
1,0.6414511203765869,0.7121951219512195
2,0.6165286898612976,0.751219512195122
3,0.5987913608551025,0.7639024390243903
4,0.5656406283378601,0.7970731707317074
5,0.5863832235336304,0.6780487804878049
6,0.587554931640625,0.6624390243902439
7,0.5891987681388855,0.6370731707317073
8,0.5246312022209167,0.7629268292682927
9,0.4905579686164856,0.7882926829268293
10,0.4460267722606659,0.8185365853658536
0,0.6626595854759216,0.6790243902439025
1,0.6321890354156494,0.7619512195121951
2,0.618487536907196,0.7004878048780487
3,0.5781563520431519,0.8497560975609756
4,0.5456708073616028,0.864390243902439
5,0.5143834352493286,0.8614634146341463
6,0.497956246137619,0.8302439024390244
7,0.45820724964141846,0.8595121951219512
8,0.4343094527721405,0.8507317073170731
9,0.4109781086444855,0.8468292682926829
10,0.3972463309764862,0.8439024390243902
